COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Review,AvgReleaseYearPrice,PriorSaleBrand (M),TotalPriorSalesBrand (M),ConcurrentReleaseBrand,ConcurrentReleaseGenre,PriorReleaseBrand,PriorReleaseGenre,FirstYearUnits,FirstYearSales (M),FirstYearRatio,LTD ASP,LTD Units,LTD Dollars (M)
PHANTOM CRASH,1,0,1,0,,,ENCORE,GENKI,SHOOTER,MECHANIZED SHOOTER,2002-11-01,2002,11,T,NO,73.90000153,39.00,0,0,0,5,0,1,17408,0.555981063,0.836873452,29.00,23096,0.664355
PIGLET'S BIG GAME,2,1,0,1,,WINNIE THE POOH,TAKE 2 INTERACTIVE,DOKI DENKI,CHILDREN'S,CHILDREN'S GAMES,2003-03-01,2003,3,E,NO,67.95000076,23.50,0,0,0,10,0,10,64740,1.51635525,0.938146487,22.50,71008,1.616331
PIKMIN,1,1,0,0,PIKMIN,,NINTENDO OF AMERICA,NINTENDO COMPANY,STRATEGY,REAL-TIME STRATEGY,2001-12-01,2001,12,E,NO,86,50.00,0,0,0,0,0,0,455524,22.402832,0.819449217,40.00,678382,27.33889
PIKMIN 2,1,1,0,0,PIKMIN,,NINTENDO OF AMERICA,NINTENDO COMPANY,STRATEGY,REAL-TIME STRATEGY,2004-09-01,2004,9,E,NO,89.19999695,49.00,22.402832,22.402832,0,1,1,2,247258,12.01398,0.879603116,49.00,281052,13.65841
PINBALL HALL OF FAME,2,0,1,1,,,CRAVE,FARSIGHT STUDIOS,ARCADE,PINBALL,2004-11-01,2004,11,E,NO,68.04999924,16.00,0,0,0,1,0,0,48637,0.680026,0.475885761,15.00,102659,1.428969
PIRATES OF THE CARIBBEAN,1,0,1,0,,OTHER,BETHESDA SOFTWORKS,AKELLA,RPG,RPG,2003-06-01,2003,6,T,NO,68.19999695,44.00,0,0,0,8,0,5,116384,4.318565,0.809866742,32.00,167154,5.332439
PIRATES: BLACK KAT,2,0,1,1,,,ELECTRONIC ARTS,ELECTRONIC ARTS,ADVENTURE,GENERAL ADVENTURE,2002-02-01,2002,2,T,NO,73.45000076,43.00,0,0,0,15,0,8,85079,3.64509425,0.95263084,39.50,94848,3.826345
PITFALL THE LOST EXPEDITION,3,1,1,1,PITFALL,,ACTIVISION,EDGE OF REALITY,ADVENTURE,GENERAL ADVENTURE,2004-02-01,2004,2,E,NO,72.90000153,27.00,0,0,0,10,0,46,151115,4.096062,0.953703251,26.33,162854,4.294902
PK: OUT OF THE SHADOWS,2,1,0,1,,MICKEY & FRIENDS,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,2002-10-01,2002,10,E,NO,52.85000038,29.50,0,0,0,30,0,10,53494,0.9476915,0.723283969,16.00,81924,1.310262
POKEMON CHANNEL,1,1,0,0,POKEMON,POKEMON,NINTENDO OF AMERICA,AMBRELLA,CHILDREN'S,CHILDREN'S GAMES,2003-12-01,2003,12,E,NO,54.40000153,30.00,0,0,0,6,0,5,166965,4.86698,0.919500577,29.00,182247,5.293069
POKEMON COLOSSEUM,1,1,0,0,POKEMON,POKEMON,NINTENDO OF AMERICA,GENIUS SONORITY,STRATEGY,OTHER STRATEGY,2004-03-01,2004,3,E,NO,75.19999695,49.00,4.86698,4.86698,0,1,1,0,733908,35.736248,0.889945425,43.00,930735,40.15555
POLAR EXPRESS,2,1,0,1,,OTHER,THQ,BLUE TONGUE ENTERTAINMENT,ADVENTURE,GENERAL ADVENTURE,2004-11-01,2004,11,E,NO,46.44999886,28.50,0,0,0,5,0,31,85007,2.434504,0.750451596,25.50,127395,3.244052
POOL PARADISE,2,1,0,1,,,IGNITION,AWESOME STUDIOS,SPORTS,BILLIARDS/POOL,2004-06-01,2004,6,E,NO,75.04999924,19.00,0,0,0,1,0,2,13462,0.255662,0.619899376,17.50,23533,0.412425
PORTAL RUNNER,1,0,0,1,,,THE 3DO COMPANY,THE 3DO COMPANY,ACTION,GENERAL ACTION,2001-09-01,2001,9,E,NO,56,29.00,0,0,0,14,0,0,39899,0.880253,0.860430404,20.00,50432,1.023038
POWER PUFF GIRLS: RELISH RAMPAGE,2,1,0,1,POWERPUFF GIRLS,POWERPUFF GIRLS,BAM!,VIS INTERACTIVE,CHILDREN'S,CHILDREN'S GAMES,2002-11-01,2002,11,E,NO,52.70000076,34.00,0,0,0,10,0,5,154453,3.44338575,0.79156801,19.00,218337,4.350082
POWER RANGERS: DINO THUNDER,2,1,0,1,POWER RANGERS,POWER RANGERS,THQ,PACIFIC COAST POWER AND LIGHT,ACTION,GENERAL ACTION,2004-09-01,2004,9,E,NO,48.14999962,19.50,0,0,0,55,0,121,213877,4.179571,0.635222991,20.00,334981,6.579691
POWERDROME,2,0,1,1,,,MUD DUCK PRODUCTIONS,ARGONAUT SOFTWARE,RACING,ACTION ORIENTED RACING,2004-06-01,2004,6,T,NO,57.10000229,20.00,0,0,0,24,0,98,4009,0.082714,0.47456324,12.00,16227,0.174295
PREVIEW DISC,1,1,0,0,,,NINTENDO OF AMERICA,,OTHER GAMES,OTHER GAMES,2003-05-01,2003,5,T,NO,,7.00,0,0,0,0,0,0,166522,1.179664625,0.952694651,7.00,172710,1.23824
PRIDE FIGHTING CHAMP,1,0,0,1,,,THQ,ANCHOR,FIGHTING,FIGHT/HEAD TO HEAD,2003-02-01,2003,2,M,NO,73.69999695,42.00,0,0,0,8,0,17,103790,4.352037,0.95554954,39.00,116108,4.554486
PRIMAL,1,0,0,1,,,SONY,SCEE CAMBRIDGE STUDIOS,ACTION,GENERAL ACTION,2003-03-01,2003,3,M,NO,76.09999847,34.00,0,0,0,31,0,50,86074,2.6870975,0.809433763,22.00,150976,3.319725
PRINCE OF PERSIA: THE SANDS OF T,3,1,1,1,PRINCE OF PERSIA,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,GENERAL ACTION,2003-11-01,2003,11,T,NO,92.23333232,49.00,0,0,0,84,0,92,1072112,43.003314,0.901342125,38.00,1289558,47.710312
PRINCE OF PERSIA: WARRIOR WITHIN,3,1,1,1,PRINCE OF PERSIA,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,GENERAL ACTION,2004-12-01,2004,12,M,NO,83.93333435,48.67,43.003314,43.003314,0,76,3,179,527497,25.631764,0.75131046,46.67,731202,34.116075
PRISONER OF WAR,1,0,1,0,,,CODEMASTERS,WIDE GAMES,ADVENTURE,GENERAL ADVENTURE,2002-08-01,2002,8,T,NO,67.19999695,50.00,0,0,0,6,0,2,39949,1.921313375,0.916226571,43.00,48608,2.096985
PRO CAST SPORTS FISH,1,0,1,0,,,CAPCOM USA,CAPCOM,SPORTS,FISHING,2003-08-01,2003,8,E,NO,45.79999924,40.00,0,0,0,0,0,0,13383,0.506130656,0.868546412,37.00,15834,0.582733
PRO FISHING CHALLENGE,1,0,1,0,,,ATLUS,OPUS,SPORTS,FISHING,2004-09-01,2004,9,E,YES,65.5,31.00,0,0,0,1,0,1,7744,0.236616,0.672762633,29.00,12141,0.351708
PRO RACE DRIVER,2,0,1,1,PRO RACE DRIVER,PRO RACING ALL OTHER,CODEMASTERS,JUICE STUDIO,RACING,SPORTS ORIENTED RACING,2002-12-01,2002,4,T,NO,81.70000076,43.50,0,0,0,19,0,19,80937,3.399118688,0.862966446,30.50,127935,3.938877
PRO RALLY 2002,1,1,0,0,PRO RALLY,,UBISOFT,UBISOFT ENTERTAINMENT,RACING,SPORTS ORIENTED RACING,2002-10-01,2002,10,E,NO,60.90000153,50.00,0,0,0,6,0,0,8897,0.220207672,0.845077163,24.00,10970,0.260577
PROJECT EDEN,1,0,0,1,,,EIDOS INTERACTIVE,CORE DESIGN,SHOOTER,SQUAD BASED COMBAT,2001-10-01,2001,10,T,NO,75.19999695,43.00,0,0,0,0,0,0,24355,0.755853688,0.844803939,25.00,35157,0.894709
PROJECT GOTHAM 2,1,0,1,0,PROJECT GOTHAM RACING,,MICROSOFT,BIZARRE CREATIONS,RACING,ACTION ORIENTED RACING,2003-11-01,2003,11,E,YES,92.90000153,48.00,33.216784,33.216784,0,20,1,15,539963,19.823964,0.884078399,34.00,662388,22.42331
PROJECT GOTHAM RACING,1,0,1,0,PROJECT GOTHAM RACING,,MICROSOFT,BIZARRE CREATIONS,RACING,ACTION ORIENTED RACING,2001-11-01,2001,11,E,NO,86.69999695,49.00,0,0,0,3,0,0,704766,33.216784,0.763483126,36.00,1213967,43.5069
PRYZM: DARK UNICORN,1,0,0,1,,,TAKE 2 INTERACTIVE,DIGITAL ILLUSIONS,ACTION,GENERAL ACTION,2002-06-01,2002,6,T,NO,52.09999847,18.00,0,0,0,34,0,15,28020,0.4413735,0.722465205,13.00,47367,0.610927
PSI OPS: THE MINDGATE CONSPIRACY,2,0,1,1,,,MIDWAY,MIDWAY HOME ENTERTAINMENT,ACTION,STEALTH ACTION,2004-06-01,2004,6,M,NO,84.34999847,36.00,0,0,0,15,0,13,168118,6.070235,0.905895705,33.50,203312,6.70081
PULSE RACER,1,0,1,0,,,JALECO,JALECO ENTERTAINMENT,RACING,ACTION ORIENTED RACING,2002-12-01,2002,12,E,NO,29.39999962,,0,0,0,10,0,4,6050,0.055834,0.654054307,9.00,10037,0.085366
PURE EVIL 2 PACK,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,,ADVENTURE,SURVIVAL HORROR,2004-12-01,2004,12,M,NO,,,1.666179875,38.69734,0,0,5,5,0,0,0,30.00,18006,0.538872
PURE PINBALL,1,0,1,0,,,XS GAMES,IRIDON INTERACTIVE,ARCADE,PINBALL,2004-08-01,2004,8,E,NO,68,20.00,0,0,0,1,0,0,11204,0.219699,0.682411592,18.00,17437,0.321945
PUYO POP FEVER,1,1,0,0,PUYO POP,,SEGA OF AMERICA,SONIC TEAM,FAMILY,PUZZLE GAMES,2004-07-01,2004,7,E,NO,70.30000305,29.00,0,0,0,0,0,6,3856,0.111247,0.666784543,28.00,5859,0.166841
Q-BALL,1,0,0,1,,,TAKE 2 INTERACTIVE,ASK COMPANY,SPORTS,BILLIARDS/POOL,2000-10-01,2000,10,E,NO,65.80000305,44.00,0,0,0,1,0,0,64751,1.334380125,0.646484145,19.00,107678,2.064057
QUAKE III: REVOLUTION,1,0,0,1,QUAKE,,ELECTRONIC ARTS,BULLFROG PRODUCTIONS,SHOOTER,1ST PERSON SHOOTER,2001-03-01,2001,3,M,NO,83.30000305,45.00,0,0,0,6,0,3,76010,3.383452,0.934782296,43.00,84731,3.619508
QUANTUM REDSHIFT,1,0,1,0,,,MICROSOFT,CURLY MONSTERS,RACING,COMBAT ORIENTED RACING,2002-09-01,2002,9,T,NO,75,36.00,0,0,0,4,0,3,47304,1.2206905,0.806823785,22.00,68963,1.512958
R: RACING EVOLUTION,3,1,1,1,,OTHER,NAMCO,NAMCO,RACING,ACTION ORIENTED RACING,2003-12-01,2003,12,T,NO,68.83333333,50.00,0,0,0,54,0,67,149975,3.453055,0.889878457,21.33,185937,3.880367
RALLISPORT CHALLENGE,1,0,1,0,RALLISPORT CHALLENGE,,MICROSOFT,DIGITAL ILLUSIONS,RACING,ACTION ORIENTED RACING,2002-03-01,2002,3,E,NO,87.30000305,44.00,0,0,0,10,0,4,186980,7.4754285,0.787736639,31.00,306073,9.489756
RALLISPORT CHALLENGE2,1,0,1,0,RALLISPORT CHALLENGE,,MICROSOFT,DIGITAL ILLUSIONS,RACING,ACTION ORIENTED RACING,2004-05-01,2004,5,E,YES,88.59999847,35.00,7.4754285,7.4754285,0,14,1,36,118993,4.143953,0.904416457,32.00,141091,4.581908
RALLY CHAMPIONSHIP,1,1,0,0,,PRO RACING ALL OTHER,ENCORE,SCI,RACING,SPORTS ORIENTED RACING,2003-07-01,2003,7,E,NO,63.20000076,17.00,0,0,0,2,0,7,7182,0.12487175,0.896107974,17.00,8007,0.139349
RALLY FUSION,2,0,1,1,,,ACTIVISION,CLIMAX GROUP,RACING,SPORTS ORIENTED RACING,2002-11-01,2002,11,E,NO,74,41.50,0,0,0,17,0,14,64040,1.757216688,0.886326922,25.50,78720,1.982583
RAPALA PRO FISHING,2,0,1,1,,,ACTIVISION,FUN LABS,SPORTS,FISHING,2004-08-01,2004,8,E,NO,65.40000153,29.00,0,0,0,1,0,8,121791,3.505613,0.700497336,25.50,196127,5.004463
RATCHET & CLANK,1,0,0,1,RATCHET AND CLANK,,SONY,INSOMNIAC GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,2002-11-01,2002,11,T,NO,89.09999847,40.00,0,0,0,14,0,10,701114,22.37628,0.738642474,28.00,1097355,30.29379
RATCHET & CLANK: UP,1,0,0,1,RATCHET AND CLANK,,SONY,INSOMNIAC GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,2004-11-01,2004,11,T,YES,91.80000305,39.00,27.16538,49.54166,0,25,2,42,523497,20.58349,0.757993022,39.00,692087,27.15525
RATCHET & CLANK:GOING,1,0,0,1,RATCHET AND CLANK,,SONY,INSOMNIAC GAMES,ACTION,PLATFORM/SCROLLING CHARACTER,2003-11-01,2003,11,T,NO,91.40000153,40.00,22.37628,22.37628,0,16,1,25,814984,27.16538,0.856478691,31.00,1035484,31.71752
RAYMAN 2,1,0,0,1,RAYMAN,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,2001-01-01,2001,1,E,NO,84.30000305,47.00,0,0,0,8,0,1,77784,3.60618875,0.818211711,38.00,116856,4.407403
RAYMAN 3: HOODLUM HAVOC,3,1,1,1,RAYMAN,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,2003-03-01,2003,3,E,NO,78.66666667,28.67,4.00862175,7.61481025,0,42,4,54,175330,4.9016665,0.928180156,27.33,197684,5.280943
RAYMAN ARENA,3,1,1,1,RAYMAN,,UBISOFT,UBISOFT ENTERTAINMENT,ACTION,PLATFORM/SCROLLING CHARACTER,2002-09-01,2002,9,E,NO,59.76666641,22.00,3.60618875,3.60618875,0,39,1,12,244651,4.00862175,0.732763936,16.33,355879,5.47055
RC REVENGE PRO,1,0,0,1,,,ACCLAIM,ACCLAIM STUDIOS,RACING,ACTION ORIENTED RACING,2001-01-01,2001,1,E,NO,51.70000076,30.00,0,0,0,23,0,4,41547,1.225352375,0.738153854,26.00,64478,1.660023
READY 2 RUMBLE BOXING 2,1,0,0,1,READY 2 RUMBLE,,MIDWAY,MIDWAY HOME ENTERTAINMENT,SPORTS,BOXING,2000-10-01,2000,10,T,NO,77.69999695,49.00,0,0,0,0,0,0,138677,6.5403545,0.66433247,31.00,317212,9.845002
REAL POOL,1,0,0,1,REAL POOL,,ATARI,TAKARA,SPORTS,BILLIARDS/POOL,2000-11-01,2000,11,E,NO,60.29999924,40.00,0,0,0,1,0,0,72169,1.930192125,0.705720751,24.00,112111,2.735065
RED DEAD REVOLVER,2,0,1,1,,,TAKE 2 INTERACTIVE,ROCKSTAR GAMES,SHOOTER,OTHER SHOOTER,2004-05-01,2004,5,M,NO,74.35000229,44.00,0,0,0,6,0,18,594363,25.853053,0.869217628,37.50,789577,29.7429
RED FACTION,1,0,0,1,RED FACTION,,THQ,VOLITION,SHOOTER,1ST PERSON SHOOTER,2001-05-01,2001,5,M,NO,86.90000153,51.00,0,0,0,6,0,3,385911,16.737889,0.796309728,35.00,602251,21.01932
RED FACTION II,3,1,1,1,RED FACTION,,THQ,OUTRAGE GAMES,SHOOTER,1ST PERSON SHOOTER,2002-10-01,2002,3,M,NO,80.10000102,45.67,16.737889,16.737889,0,20,1,26,356167,15.4509705,0.933728676,37.67,404420,16.547602
REDCARD SOCCER 20-03,3,1,1,1,,WCS (WORLD CUP SOCCER),MIDWAY,MIDWAY HOME ENTERTAINMENT,SPORTS,SOCCER,2002-04-01,2002,4,E,NO,70.86666616,41.00,0,0,0,14,0,5,55321,2.264035188,0.927527848,39.00,62128,2.440935
REEL FISHING III,1,0,0,1,REEL FISHING,,NATSUME,NATSUME,SPORTS,FISHING,2003-09-01,2003,9,E,NO,53.29999924,17.00,0,0,0,2,0,4,118827,1.886317,0.862302546,15.00,143139,2.187535
REIGN OF FIRE,3,1,1,1,,OTHER,BAM!,BAM! STUDIOS,ACTION,GENERAL ACTION,2002-10-01,2002,10,M,NO,59.03333282,36.00,0,0,0,69,0,20,180977,4.716477375,0.859697776,23.67,230322,5.486204
RESIDENT EVIL,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,2002-04-01,2002,4,M,NO,89.90000153,46.00,0,0,1,1,0,0,428997,19.575276,0.918103335,41.00,518586,21.32143
RESIDENT EVIL 2,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,2003-01-01,2003,1,M,NO,61.90000153,39.00,19.575276,34.507672,2,2,2,2,33726,1.319605125,0.950298984,39.00,36016,1.388621
RESIDENT EVIL 3: NEMESIS,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,2003-01-01,2003,1,M,NO,63,37.00,19.575276,34.507672,2,2,2,2,44642,1.666179875,0.929298854,37.00,48975,1.792943
RESIDENT EVIL CODE VERONICA: X,2,1,0,1,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,2001-08-01,2001,8,M,NO,72.39999962,45.00,19.575276,34.507672,2,6,2,2,570216,20.770406,0.745500078,33.00,925169,27.861038
RESIDENT EVIL ZERO,1,1,0,0,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,2002-11-01,2002,11,M,NO,82.80000305,49.00,0,0,1,1,0,0,359887,14.932394,0.896749998,37.00,444983,16.65168
RESIDENT EVIL: AIM,1,0,0,1,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,SHOOTER,OTHER SHOOTER,2003-06-01,2003,6,M,NO,66.40000153,38.00,19.566524,19.566524,0,3,1,11,127812,4.7843595,0.939098706,37.00,139546,5.094629
RESIDENT EVIL: OUTBRK,1,0,0,1,RESIDENT EVIL,RESIDENT EVIL,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,2004-03-01,2004,3,M,YES,69.59999847,47.00,4.7843595,24.350884,0,8,2,15,375044,17.72555,0.954910241,46.00,404693,18.56253
REZ,1,0,0,1,,,SEGA OF AMERICA,UNITED GAME ARTISTS,ACTION,GENERAL ACTION,2002-01-01,2002,1,E,NO,81.69999695,47.00,0,0,0,34,0,15,16899,0.794068,0.83630033,45.00,21074,0.949501
RIBBIT KING,2,1,0,1,,,BANDAI,BANDAI,CHILDREN'S,CHILDREN'S GAMES,2004-06-01,2004,6,E,NO,64.09999847,15.00,0,0,0,4,0,22,49044,0.736025,0.805057911,14.00,65308,0.914251
RIDGE RACER TYPE V,1,0,0,1,RIDGE RACER,,NAMCO,NAMCO,RACING,ACTION ORIENTED RACING,2000-10-01,2000,10,E,NO,79.5,48.00,0,0,0,3,0,0,140445,6.7611955,0.819698416,43.00,192775,8.248394
RING OF RED,1,0,0,1,,,KONAMI DIGITAL ENT.,KCE STUDIOS,STRATEGY,REAL-TIME STRATEGY,2001-03-01,2001,3,T,NO,77.19999695,51.00,0,0,0,0,0,0,38133,1.92852075,0.91535784,48.00,43915,2.106849
RISK: GLOBAL DOMINATN,1,0,0,1,RISK,RISK,ATARI,CYBERLORE STUDIOS,FAMILY,TRADITIONAL BOARD GAMES,2003-11-01,2003,11,T,YES,64.80000305,30.00,0,0,0,1,0,1,125504,3.3055145,0.870433208,26.00,148046,3.797551
ROAD TRIP,1,0,0,1,ROAD TRIP,,CONSPIRACY,TAKARA,RACING,ACTION ORIENTED RACING,2002-10-01,2002,10,E,NO,70.80000305,20.00,0,0,0,15,0,28,15149,0.246515672,0.574013114,14.00,31164,0.42946
ROAD TRIP:ARCADE EDTN,1,1,0,0,ROAD TRIP,,CONSPIRACY,TAKARA,RACING,ACTION ORIENTED RACING,2004-03-01,2004,3,E,NO,50,19.00,0,0,0,3,0,26,15255,0.295868,0.965762166,19.00,15849,0.306357
ROADKILL,3,1,1,1,,,MIDWAY,TERMINAL REALITY,RACING,COMBAT ORIENTED RACING,2003-10-01,2003,10,M,NO,68.46666463,40.00,0,0,0,17,0,24,106050,2.924472344,0.888857384,24.67,128365,3.290148
ROBIN HOOD: DEFENDER OF THE CROW,2,0,1,1,ROBIN HOOD,ROBIN HOOD,CAPCOM USA,CINEMAWARE,RPG,RPG,2003-09-01,2003,9,T,NO,58.5,37.50,0,0,0,23,0,33,55190,1.368910406,0.786085889,22.00,81341,1.741426
ROBOCOP,1,0,1,0,ROBOCOP,ROBOCOP,TITUS INTERACTIVE,TITUS SOFTWARE,SHOOTER,1ST PERSON SHOOTER,2003-07-01,2003,7,M,NO,37.09999847,48.00,0,0,0,10,0,8,5320,0.214720078,0.77211886,37.00,7528,0.278092
ROBOT ALCHEMIC DRIVE,1,0,0,1,,,SQUARE ENIX INC,SANDLOT,SHOOTER,MECHANIZED SHOOTER,2002-11-01,2002,11,T,NO,78.80000305,50.00,0,0,0,7,0,5,22352,0.964271063,0.916039738,41.00,25926,1.052652
ROBOTECH,3,1,1,1,ROBOTECH,,TAKE 2 INTERACTIVE,VICIOUS CYCLE SOFTWARE,SHOOTER,MECHANIZED SHOOTER,2002-09-01,2002,9,T,NO,,80.33,0,0,3,13,0,6,42446,2.762087,0.947571966,56.33,50169,2.91491
ROBOTECH: BATTLECRY,3,1,1,1,ROBOTECH,,TAKE 2 INTERACTIVE,VICIOUS CYCLE SOFTWARE,SHOOTER,MECHANIZED SHOOTER,2002-09-01,2002,9,T,NO,76.06666565,44.33,0,0,3,13,0,6,330624,11.519628,0.852827689,29.67,457864,13.507568
ROBOTECH: INVASION,2,0,1,1,ROBOTECH,,TAKE 2 INTERACTIVE,VICIOUS CYCLE SOFTWARE,SHOOTER,1ST PERSON SHOOTER,2004-10-01,2004,10,T,YES,59.25,39.00,8.88874575,11.1815925,0,15,4,47,22951,0.903289,0.552224115,32.50,50990,1.635729
ROCKET POWER: BEACH BANDITS,2,1,0,1,ROCKET POWER,ROCKET POWER,THQ,EVOLUTION GAMES,SPORTS,EXTREME SPORTS,2002-09-01,2002,9,E,NO,62.70000076,39.50,0,0,0,27,0,17,363576,12.27083375,0.844341569,31.00,471768,14.533021
ROCKY,3,1,1,1,ROCKY,ROCKY,UBISOFT,RAGE NEWCASTLE,SPORTS,BOXING,2002-11-01,2002,11,T,NO,77.36666616,49.00,0,0,0,5,0,3,387510,14.53046225,0.899098229,32.33,486464,16.161151
ROCKY: LEGENDS,2,0,1,1,ROCKY,ROCKY,UBISOFT,VENOM GAMES,SPORTS,BOXING,2004-09-01,2004,9,T,NO,70.85000229,39.00,13.24307,13.24307,0,2,2,10,49307,1.920373,0.527944561,27.00,134950,3.637452
ROGUE OPS,3,1,1,1,,,KEMCO AMERICA,BITS STUDIOS,ACTION,GENERAL ACTION,2003-10-01,2003,10,M,NO,64.93333308,34.67,0,0,0,84,0,92,128685,2.373347188,0.823333882,16.67,177401,2.882606
ROLLER COASTER TYCOON,1,0,1,0,ROLLER COASTER TYCOON,,ATARI,FRONTIER DEVELOPMENTS,STRATEGY,LIFE SIMULATIONS,2003-03-01,2003,3,E,NO,60.59999847,26.00,0,0,0,3,0,1,67191,1.69217,0.899545913,24.00,77555,1.881138
ROMANCE 3 KINGDM VIII,1,0,0,1,ROMANCE OF THE THREE KINGDOMS,,KOEI,KOEI,STRATEGY,OTHER STRATEGY,2003-08-01,2003,8,E,NO,72.40000153,51.00,2.245187,2.245187,0,2,1,5,35733,1.6717,0.925322177,44.00,40938,1.806614
ROMANCE 3 KINGDOM VII,1,0,0,1,ROMANCE OF THE THREE KINGDOMS,,KOEI,KOEI,STRATEGY,OTHER STRATEGY,2002-06-01,2002,6,E,NO,71.09999847,51.00,0,0,0,1,0,3,44094,2.245187,0.857654242,44.00,59388,2.617823
ROMANCE 3 KINGDOMS IX,1,0,0,1,ROMANCE OF THE THREE KINGDOMS,,KOEI,KOEI,STRATEGY,OTHER STRATEGY,2004-02-01,2004,2,E,NO,74.69999695,49.00,1.6717,3.916887,0,2,2,8,22382,1.095787,0.919167958,47.00,25463,1.192151
ROOM ZOOM:RACE IMPACT,1,0,1,0,,,JALECO,BLADE INTERACTIVE STUDIOS,RACING,ACTION ORIENTED RACING,2004-07-01,2004,7,E,YES,54.29999924,15.00,0,0,0,14,0,36,8446,0.127027,0.667758333,14.00,13303,0.190229
RPG MAKER II,1,0,0,1,RPG MAKER,,AGETEC,ENTERBRAIN,RPG,RPG,2003-10-01,2003,10,E,NO,67.09999847,50.00,0,0,0,15,0,28,43880,2.13267775,0.896937063,46.00,51463,2.377734
RS: RIDING SPIRITS,1,0,0,1,,,BAM!,SPIKE,RACING,SPORTS ORIENTED RACING,2002-09-01,2002,9,E,NO,60,41.00,0,0,0,13,0,11,74316,2.082236,0.825786361,25.00,100682,2.521519
RTX RED ROCK,1,0,0,1,,,LUCASARTS,LUCASARTS,ACTION,GENERAL ACTION,2003-06-01,2003,6,T,NO,56.59999847,15.00,0,0,0,31,0,50,21268,0.2777955,0.76943989,12.00,30840,0.361036
R-TYPE FINAL,1,0,0,1,R-TYPE,,EIDOS INTERACTIVE,IREM SOFTWARE ENGINEERING,SHOOTER,OTHER SHOOTER,2004-02-01,2004,2,E,NO,80.30000305,25.00,0,0,0,5,0,15,54079,1.374972,0.841218207,24.00,69314,1.634501
RUGBY,1,0,0,1,RUGBY,,ELECTRONIC ARTS,,SPORTS,MULTIPLE/OTHER SPORTS,2001-07-01,2001,7,E,NO,76.19999695,41.00,0,0,0,1,0,1,37140,1.476893125,0.87975082,38.00,43796,1.678763
RUGBY 2004,1,0,0,1,RUGBY,,ELECTRONIC ARTS,HB STUDIOS,SPORTS,FOOTBALL,2003-09-01,2003,9,E,NO,60.40000153,40.00,1.476893125,1.476893125,0,6,1,17,67918,2.009397,0.888367252,27.00,82442,2.261899
RUGRATS ROYAL RANSOM,2,1,0,1,RUGRATS,RUGRATS,THQ,AVALANCHE SOFTWARE,CHILDREN'S,CHILDREN'S GAMES,2002-11-01,2002,11,E,NO,61.75,38.50,0,0,0,8,0,0,217921,6.5723765,0.907253109,28.00,254815,7.244259
RUMBLE RACING,1,0,0,1,,,ELECTRONIC ARTS,ELECTRONIC ARTS,RACING,ACTION ORIENTED RACING,2001-04-01,2001,4,E,NO,82.69999695,42.00,0,0,0,23,0,4,70185,2.903773,0.909893167,39.00,81070,3.191334
RUMBLE ROSES,1,0,0,1,,,KONAMI DIGITAL ENT.,KONAMI,FIGHTING,WRESTLING,2004-11-01,2004,11,M,NO,66.19999695,39.00,0,0,0,3,0,8,57073,2.219618,0.618194822,36.00,98774,3.590483
RUN LIKE HELL,2,0,1,1,,,INTERPLAY PRODUCTIONS,DIGITAL MAYHEM,ADVENTURE,SURVIVAL HORROR,2002-09-01,2002,4,M,NO,60.95000076,39.00,0,0,0,6,0,9,45406,1.67524925,0.873213762,30.50,58867,1.918487
RUNE: VIKING WARLORD,1,0,0,1,RUNE,,TAKE 2 INTERACTIVE,HUMAN HEAD STUDIOS,ACTION,GENERAL ACTION,2001-07-01,2001,7,M,NO,54.79999924,48.00,0,0,0,14,0,0,79458,3.43764125,0.877334699,38.00,101936,3.918278
